id,instant,player_pseudo,turn_id,move,accuracy,points
556,2024-09-11 20:40:05.501339+00,Ignatius Perdu,3214,d5c4,1,371
557,2024-09-12 11:40:19.047089+00,Ignatius Perdu,3334,b5c3,1,371
558,2024-09-12 11:44:11.771718+00,Aeronwy Dépressive,3335,a2a1,1,371
559,2024-09-12 11:44:17.147022+00,Aeronwy Dépressive,3335,"",0,0
560,2024-09-12 16:10:59.119884+00,Uriah Morbide,3370,c1d2,1,373
561,2024-09-12 16:16:40.792936+00,Ptolemy Ténébreux,3371,a6a5,0.74835074,279
562,2024-09-12 17:52:49.117375+00,Ignatius Perdu,3384,f4e5,1,376
563,2024-09-12 21:42:13.45235+00,Ignatius Perdu,3414,f2e3,0.31335965,117
564,2024-09-13 12:51:58.012756+00,Ezra Lugubre,3536,e4f4,1,389
565,2024-09-13 12:52:05.654796+00,Ezra Lugubre,3536,a7a8q,1,389
566,2024-09-13 14:51:14.547169+00,Ezra Lugubre,3552,b7f3,0.99800384,388
567,2024-09-13 15:08:05.186246+00,Ezra Lugubre,3554,f3f4,1,389
568,2024-09-13 16:07:09.426028+00,Ignatius Perdu,3562,h5h6,1,389
569,2024-09-14 20:54:37.76261+00,Ignatius Perdu,3792,e5d6,0.9960057,391
602,2024-09-16 08:46:58.908404+00,Ignatius Perdu,3957,g1f3,1,398
603,2024-09-16 19:32:59.113296+00,Ignatius Perdu,4043,a4a8,0.8278801,331
604,2024-09-16 20:10:53.484562+00,Ignatius Perdu,4049,a8f8,0.6295796,252
605,2024-09-17 06:22:18.527881+00,Aeronwy Dépressive,4130,"",0,0
606,2024-09-17 08:26:08.418198+00,Ignatius Perdu,4147,d6d7,1,400
607,2024-09-17 09:21:04.127116+00,Hadrian Sauvage,4154,d8e6,0.98832005,397
608,2024-09-17 09:33:32.396149+00,Hadrian Sauvage,4156,e6c7,1,402
609,2024-09-17 09:48:59.780994+00,Hadrian Sauvage,4158,c7d5,0.3205566,129
610,2024-09-17 11:33:45.259369+00,Hadrian Sauvage,4172,a8a6,0.48142317,193
611,2024-09-17 12:03:35.04134+00,Hadrian Sauvage,4176,a6a3,0.5067341,203
612,2024-09-17 12:19:25.776969+00,Hadrian Sauvage,4178,e2d1,0.9761059,392
613,2024-09-17 12:48:43.42113+00,Hadrian Sauvage,4182,g4d1,1,404
614,2024-09-17 13:03:36.713812+00,Hadrian Sauvage,4184,f4d3,0.956599,386
615,2024-09-17 13:03:51.223162+00,Hadrian Sauvage,4184,a3b3,1,404
616,2024-09-17 13:19:39.534618+00,Hadrian Sauvage,4186,f4d3,1,404
617,2024-09-17 13:35:30.753501+00,Hadrian Sauvage,4188,e7e6,1,404
618,2024-09-17 13:35:52.862969+00,Hadrian Sauvage,4188,g6h5,1,404
619,2024-09-17 13:48:49.84571+00,Hadrian Sauvage,4190,d3c5,0.9526408,385
620,2024-09-17 14:04:33.01246+00,Hadrian Sauvage,4192,d1c2,0.9500932,384
621,2024-09-17 14:07:53.986925+00,Hadrian Sauvage,4192,c5a4,1,404
622,2024-09-17 14:21:46.853656+00,Hadrian Sauvage,4194,a4c3,1,404
623,2024-09-17 14:37:37.159032+00,Hadrian Sauvage,4196,b3b1,1,404
624,2024-09-18 11:38:06.622059+00,Ignatius Perdu,4364,g5h4,0.09902738,40
625,2024-09-18 11:38:10.097228+00,Ignatius Perdu,4364,g5h5,0.11376041,46
626,2024-09-18 15:47:14.50541+00,Hadrian Sauvage,4397,b3b2,1,406
652,2024-09-19 19:24:35.972797+00,Hadrian Sauvage,4513,g8f6,0.74368215,305
653,2024-09-19 20:20:20.11923+00,Ignatius Perdu,4520,c3d5,0.74163675,304
702,2024-09-20 14:54:56.336495+00,Hadrian Sauvage,4702,b7g2,0.9076413,374
703,2024-09-20 15:11:23.478453+00,Hadrian Sauvage,4704,a4a3,0.9860082,406
704,2024-09-20 22:01:55.762548+00,Ignatius Perdu,4759,d3f4,0.4533362,187
705,2024-09-20 22:02:04.065977+00,Ignatius Perdu,4759,d3f2,0.40801919,168
706,2024-09-20 22:02:28.21305+00,Ignatius Perdu,4759,a5a6,0.19331637,79
707,2024-09-20 22:02:32.709855+00,Ignatius Perdu,4759,d3f2,0.40801919,168
708,2024-09-20 22:03:46.111205+00,Ignatius Perdu,4759,c3c4,1,412
709,2024-09-22 20:53:31.312444+00,Ignatius Perdu,5134,h5g4,0.9383487,390
710,2024-09-23 14:16:33.896721+00,Valerian Prédateur,5273,e2e4,1,420
711,2024-09-23 14:16:42.234493+00,Valerian Prédateur,5273,e2e4,1,420
712,2024-09-23 14:16:43.845928+00,Valerian Prédateur,5273,e2e4,1,420
713,2024-09-23 14:16:46.541036+00,Valerian Prédateur,5273,e2e4,1,420
714,2024-09-23 14:16:49.234808+00,Valerian Prédateur,5273,e2b2,0.09812475,41
715,2024-09-23 14:16:52.202349+00,Valerian Prédateur,5273,e2e4,1,420
716,2024-09-23 14:16:56.848098+00,Valerian Prédateur,5273,e2e4,1,420
717,2024-09-23 14:17:12.521673+00,Valerian Prédateur,5273,e2e4,1,420
718,2024-09-23 14:44:55.773511+00,Calypso Anxieuse,5277,a6a5,1,421
719,2024-09-23 14:46:09.516106+00,Calypso Anxieuse,5277,a6a5,1,421
720,2024-09-23 14:50:30.451067+00,Elowen Intraitable,5277,a6a5,1,354
721,2024-09-23 15:18:59.750554+00,Elowen Intraitable,5281,e5b5,1,423
722,2024-09-23 15:25:26.173841+00,Roderick Égoïste,5282,b3c3,1,423
723,2024-09-23 15:25:27.953947+00,Roderick Égoïste,5282,"",0,0
724,2024-09-23 15:55:37.081674+00,Elowen Intraitable,5286,b8c6,0.9707826,411
725,2024-09-24 14:13:04.564472+00,Elowen Intraitable,5464,g3g2,0.92169833,394
726,2024-09-24 14:26:35.678389+00,Elowen Intraitable,5466,g2f1q,0.1345961,57
727,2024-09-24 14:44:16.691149+00,Elowen Intraitable,5468,f1a1,1,427
728,2024-09-24 14:53:18.44813+00,Elowen Intraitable,5470,f3f2,1,427
729,2024-09-24 15:01:48.524126+00,Ignatius Perdu,5471,a4c3,1,427
730,2024-09-24 15:01:54.295773+00,Ignatius Perdu,5471,a4c3,1,427
731,2024-09-24 15:07:40.664938+00,Elowen Intraitable,5472,f2f1q,1,427
732,2024-09-25 06:27:10.769996+00,Elowen Intraitable,5594,a8b6,1,427
733,2024-09-25 06:38:35.115192+00,Elowen Intraitable,5596,d6e4,1,427
734,2024-09-25 06:54:47.935166+00,Elowen Intraitable,5598,b6c4,1,427
735,2024-09-25 07:24:59.104925+00,Elowen Intraitable,5602,d6e4,1,427
736,2024-09-25 07:57:02.472863+00,Elowen Intraitable,5606,c4d2,0.99772257,426
737,2024-09-25 09:07:49.869296+00,Elowen Intraitable,5616,c5e4,1,427
738,2024-09-25 10:45:59.229074+00,Phineas Orphelin,5629,"",0,0
739,2024-09-25 10:46:05.481571+00,Phineas Orphelin,5629,g3g4,1,429
740,2024-09-25 10:46:06.643854+00,Phineas Orphelin,5629,g3h4,1,429
741,2024-09-25 10:46:09.1067+00,Lysander Insidieux,5629,"",0,0
742,2024-09-25 10:46:16.556452+00,Phineas Orphelin,5629,"",0,0
743,2024-09-25 10:48:02.582281+00,Lysander Insidieux,5629,g3g2,0.993701,426
744,2024-09-25 10:48:07.571286+00,Lysander Insidieux,5629,"",0,0
745,2024-09-25 10:53:35.629419+00,Lysander Insidieux,5630,b2b4,0.6756378,289
746,2024-09-25 13:00:48.815678+00,Elowen Intraitable,5647,b7a6,0.9744989,416
747,2024-09-25 13:46:46.34217+00,Elowen Intraitable,5653,h8g8,0.94624484,405
748,2024-09-25 13:46:50.042315+00,Elowen Intraitable,5653,d5e4,0.89323974,383
749,2024-09-25 14:36:44.996005+00,Elowen Intraitable,5659,e5d4,1,429
750,2024-09-25 14:37:01.262132+00,Elowen Intraitable,5659,d8f6,1,429
751,2024-09-25 14:37:17.074648+00,Elowen Intraitable,5659,d7g4,0.84821105,363
752,2024-09-25 14:45:34.803129+00,Elowen Intraitable,5661,h5h4,1,429
753,2024-09-25 14:45:55.660377+00,Elowen Intraitable,5661,d8f6,0.55699736,238
754,2024-09-25 14:54:17.120711+00,Yorick Monstrueux,5662,b1c3,0.012858536,5
755,2024-09-25 15:16:36.48022+00,Elowen Intraitable,5665,f1e1,1,429
756,2024-09-25 15:18:15.061333+00,Elowen Intraitable,5665,f1f5,0.9543326,409
757,2024-09-25 15:18:41.113166+00,Elowen Intraitable,5665,f1c4,1,429
758,2024-09-25 15:46:22.705241+00,Elowen Intraitable,5669,c4c2,0.6289868,270
759,2024-09-25 17:03:39.553638+00,Elowen Intraitable,5679,a2c2,0.6602655,284
760,2024-09-25 18:00:21.335421+00,Eulalia Démente,5686,a2f2,0.6892024,297
761,2024-09-25 18:01:37.692658+00,Amara Terrifiante,5687,f7f6,0.44726506,193
762,2024-09-25 18:01:43.760609+00,Amara Terrifiante,5687,f7f6,0.44726506,193
763,2024-09-25 18:58:36.183327+00,Eulalia Démente,5694,e2d4,0.7943125,342
764,2024-09-26 06:42:51.403231+00,Elowen Intraitable,5788,e3c2,0.75408936,325
765,2024-09-26 07:12:30.588178+00,Elowen Intraitable,5792,c7e5,0.9792665,422
766,2024-09-26 07:44:29.544633+00,Elowen Intraitable,5796,h6f5,0.78787446,340
767,2024-09-26 08:08:34.32+00,Elowen Intraitable,5800,f5d4,1,431
768,2024-09-26 08:23:16.529972+00,Elowen Intraitable,5802,d4c2,1,431
769,2024-09-26 08:41:43.410732+00,Elowen Intraitable,5804,a5c5,1,431
770,2024-09-26 08:53:14.426972+00,Elowen Intraitable,5806,c5d4,1,431
771,2024-09-26 09:11:06.850153+00,Elowen Intraitable,5808,d4e3,1,431
772,2024-09-26 09:26:04.108391+00,Elowen Intraitable,5810,e3g3,1,431
773,2024-09-26 09:42:21.953361+00,Elowen Intraitable,5812,c2e3,1,431
774,2024-09-26 09:43:06.243036+00,Elowen Intraitable,5812,b7b6,1,431
775,2024-09-26 09:53:51.345282+00,Elowen Intraitable,5814,g3h3,1,431
776,2024-09-26 11:08:48.180471+00,Elowen Intraitable,5824,f4g3,1,431
777,2024-09-26 11:23:50.181226+00,Elowen Intraitable,5826,f6d4,1,431
778,2024-09-26 11:24:17.270937+00,Elowen Intraitable,5826,c8b7,1,431
779,2024-09-26 11:38:18.148169+00,Elowen Intraitable,5828,f6d4,1,431
780,2024-09-26 11:57:08.884334+00,Elowen Intraitable,5830,d4e3,1,431
781,2024-09-26 11:58:29.13284+00,Montague Inflexible,5830,d4e3,1,363
782,2024-09-26 11:58:56.95289+00,Montague Inflexible,5830,d4e3,1,363
783,2024-09-26 12:03:40.051076+00,Archibald Intraitable,5831,"",0,0
784,2024-09-26 12:08:23.804732+00,Archibald Intraitable,5832,g1f3,0.9346298,405
785,2024-09-26 12:15:15.855693+00,Yorick Monstrueux,5832,e2e3,0.836592,363
786,2024-09-26 12:15:48.982157+00,Octavius Diabolique,5833,f7f5,0.8331806,361
787,2024-09-26 12:18:02.402249+00,Octavius Diabolique,5833,f7f6,0.74643546,324
788,2024-09-26 12:18:10.567324+00,Octavius Diabolique,5833,g7g6,0.87509155,380
802,2024-09-26 12:40:52.860824+00,Valentin Nocturne,5852,e2e4,1,69
803,2024-09-26 12:50:26.759543+00,Quintus Désespéré,5853,d7d6,0.9122696,63
804,2024-09-26 12:50:32.676226+00,Quintus Désespéré,5853,c7c6,0.95398384,66
805,2024-09-26 12:51:12.312174+00,Quintus Désespéré,5853,c7c5,0.9936534,68
806,2024-09-26 12:51:16.844602+00,Quintus Désespéré,5853,c7c6,0.95398384,66
807,2024-09-26 12:51:21.033391+00,Quintus Désespéré,5853,c7c5,0.9936534,68
808,2024-09-26 12:51:52.949732+00,Elowen Intraitable,5853,e7e5,0.91970706,63
809,2024-09-26 13:02:38.630911+00,Quintus Désespéré,5855,c5b4,0.9462032,65
810,2024-09-26 13:03:53.389574+00,Valencia Anxieuse,5855,g8f6,0.67285687,73
811,2024-09-26 13:08:05.516016+00,Quintus Désespéré,5855,c5c4,0.44033048,48
812,2024-09-26 13:08:12.818842+00,Quintus Désespéré,5855,c5b4,0.9462032,103
813,2024-09-26 13:17:01.799202+00,Quintus Désespéré,5857,b7b6,0.7815223,85
814,2024-09-26 13:17:11.399894+00,Quintus Désespéré,5857,b7b5,0.6378486,70
815,2024-09-26 13:17:22.569899+00,Quintus Désespéré,5857,b8c6,1,109
816,2024-09-26 13:19:44.250705+00,Elowen Intraitable,5857,d8b6,0.8493976,93
817,2024-09-26 13:27:54.838007+00,Roderick Égoïste,5858,g4g5,0.9987882,109
818,2024-09-26 13:28:03.054926+00,Roderick Égoïste,5858,g4g3,0.90154666,99
819,2024-09-26 13:28:18.848681+00,Roderick Égoïste,5858,g4e2,0.8886902,97
820,2024-09-26 13:28:23.17025+00,Roderick Égoïste,5858,g4d7,0.2788359,30
821,2024-09-26 13:28:28.702161+00,Roderick Égoïste,5858,g4g5,0.9987882,109
822,2024-09-26 13:39:52.464629+00,Amara Terrifiante,5860,d2d4,0.6445952,89
823,2024-09-26 13:46:15.214396+00,Roderick Égoïste,5860,e4e5,0.6717036,93
824,2024-09-26 13:46:21.205052+00,Roderick Égoïste,5860,d2d3,0.69496197,96
825,2024-09-26 13:46:25.243502+00,Roderick Égoïste,5860,f1c4,0.20959489,29
826,2024-09-26 13:46:27.829956+00,Roderick Égoïste,5860,f1b5,0.8239703,114
827,2024-09-26 13:46:59.430038+00,Quintus Désespéré,5861,d7d5,0.57206506,79
828,2024-09-26 13:47:07.394418+00,Quintus Désespéré,5861,c8a6,0.57682294,79
829,2024-09-26 13:47:14.48359+00,Quintus Désespéré,5861,h7h6,0.6578807,91
830,2024-09-26 13:47:25.903643+00,Valencia Anxieuse,5861,c6d4,1,138
831,2024-09-26 13:48:19.652604+00,Valencia Anxieuse,5861,f7f6,0.61871845,85
832,2024-09-26 13:48:27.746363+00,Valencia Anxieuse,5861,h7h6,0.6578807,45
833,2024-09-26 13:48:36.49795+00,Valencia Anxieuse,5861,f7f6,0.61871845,85
834,2024-09-26 13:49:04.087561+00,Valencia Anxieuse,5861,g8f6,0.7942849,110
835,2024-09-26 13:49:14.357991+00,Valencia Anxieuse,5861,g8h6,0.44340515,61
836,2024-09-26 13:49:20.089841+00,Valencia Anxieuse,5861,g8f6,0.7942849,110
837,2024-09-26 13:49:32.150044+00,Valencia Anxieuse,5861,c6d4,1,138
838,2024-09-26 13:49:40.445495+00,Valencia Anxieuse,5861,d8c7,0.5696995,78
839,2024-09-26 13:49:47.629559+00,Valencia Anxieuse,5861,d8a5,0.59131134,81
840,2024-09-26 13:50:02.768923+00,Valencia Anxieuse,5861,c6d4,1,138
841,2024-09-26 14:01:47.871323+00,Valencia Anxieuse,5863,c6d4,1,138
842,2024-09-26 14:02:12.445936+00,Valencia Anxieuse,5863,d8c7,0.7312676,101
843,2024-09-26 14:02:29.831851+00,Valencia Anxieuse,5863,a8b8,0.6138801,85
844,2024-09-26 14:02:32.96951+00,Valencia Anxieuse,5863,c6d4,1,138
845,2024-09-26 14:16:58.16167+00,Valencia Anxieuse,5865,d4c2,1,138
846,2024-09-26 14:17:10.029391+00,Undine Combative,5865,h6g5,0.9561316,132
847,2024-09-26 14:18:18.944269+00,Undine Combative,5865,h6g5,0.9561316,132
848,2024-09-26 14:18:39.12835+00,Undine Combative,5865,h6g5,0.9561316,132
849,2024-09-26 14:18:40.69273+00,Undine Combative,5865,h6g5,0.9561316,132
850,2024-09-26 14:18:41.894856+00,Undine Combative,5865,h6g5,0.9561316,132
851,2024-09-26 14:18:43.819478+00,Undine Combative,5865,h6g5,0.9561316,132
852,2024-09-26 14:18:44.932388+00,Undine Combative,5865,h6g5,0.9561316,132
853,2024-09-26 14:18:47.333405+00,Undine Combative,5865,h6g5,0.9561316,132
854,2024-09-26 14:18:49.539575+00,Undine Combative,5865,h6g5,0.9561316,132
855,2024-09-26 14:18:50.415544+00,Undine Combative,5865,h6g5,0.9561316,132
856,2024-09-26 14:18:54.136828+00,Undine Combative,5865,h6g5,0.9561316,132
857,2024-09-26 14:19:09.684808+00,Undine Combative,5865,h6g5,0.9561316,132
858,2024-09-26 14:19:10.388458+00,Undine Combative,5865,h6g5,0.9561316,132
859,2024-09-26 14:19:11.310918+00,Undine Combative,5865,h6g5,0.9561316,132
860,2024-09-26 14:19:26.066018+00,Undine Combative,5865,h6g5,0.9561316,132
902,2024-09-26 14:31:34.307164+00,Ignatius Perdu,5902,e1d2,1,160
903,2024-09-26 14:31:55.177898+00,Valencia Anxieuse,5903,c2a1,0.74867404,103
952,2024-09-26 14:37:59.622372+00,Undine Combative,5903,c2a1,0.74867404,51
953,2024-09-26 14:38:46.902199+00,Elowen Intraitable,5903,h6g5,1,138
1002,2024-09-26 14:45:26.205658+00,Roderick Égoïste,5952,g5g6,0.7182044,115
1003,2024-09-26 14:45:30.188792+00,Roderick Égoïste,5952,g5f5,0.9319946,149
1004,2024-09-26 14:45:55.381946+00,Roderick Égoïste,5952,g5g7,0.7033836,113
1005,2024-09-26 14:46:12.652891+00,Roderick Égoïste,5952,g5e3,0.8790608,141
1006,2024-09-26 14:46:45.038682+00,Valencia Anxieuse,6002,d8a5,0.9858366,136
1007,2024-09-26 15:02:19.693908+00,Undine Combative,6004,a5a4,0.8496428,117
1008,2024-09-26 15:07:24.004726+00,Valencia Anxieuse,6004,b4a3,0.97330064,134
1009,2024-09-26 15:09:04.559992+00,Elowen Intraitable,6004,b4a3,0.97330064,67
1010,2024-09-26 15:17:46.387423+00,Valencia Anxieuse,6006,a5a4,0.94726807,131
1011,2024-09-26 15:19:00.284739+00,Narcisse Diabolique,6006,h6h5,0.94224155,151
1012,2024-09-26 15:19:11.828539+00,Narcisse Diabolique,6006,h6h5,0.94224155,151
1013,2024-09-26 15:19:36.316954+00,Narcisse Diabolique,6006,e7e6,1,160
1014,2024-09-26 15:19:38.359729+00,Narcisse Diabolique,6006,h6h5,0.94224155,151
1015,2024-09-26 15:32:10.305033+00,Valencia Anxieuse,6008,c8b7,0.9486024,152
1016,2024-09-26 15:34:49.209294+00,Valencia Anxieuse,6008,a5a4,0.98044443,157
1017,2024-09-26 15:35:19.35954+00,Elowen Intraitable,6008,b5b4,1,160
1018,2024-09-26 15:46:59.634195+00,Valencia Anxieuse,6010,a5a4,0.9184471,147
1019,2024-09-26 15:49:42.007695+00,Elowen Intraitable,6010,e7e5,0.9208704,148
1020,2024-09-26 15:50:10.109085+00,Elowen Intraitable,6010,h8h6,0.9776042,157
1021,2024-09-26 16:04:13.6378+00,Elowen Intraitable,6012,b4c3,1,160
1022,2024-09-26 16:13:03.818616+00,Valencia Impitoyable,6013,b1c3,0.99959654,179
1023,2024-09-26 17:59:54.923981+00,Valencia Impitoyable,6027,h1a1,0.9899558,177
1024,2024-09-26 18:21:14.044538+00,Undine Combative,6030,d7d6,0.95653737,171
1025,2024-09-26 18:21:31.1791+00,Undine Combative,6030,d7d5,0.9715066,174
1026,2024-09-26 18:21:58.933615+00,Undine Combative,6030,b4c3,1,179
1027,2024-09-26 18:22:06.314322+00,Undine Combative,6030,d7d5,0.9715066,174
1028,2024-09-26 18:41:42.973259+00,Morgana Inquiétante,6033,h4g6,0.98156464,191
1029,2024-09-26 18:43:23.865583+00,Morgana Inquiétante,6033,c3d5,0.9324597,181
1030,2024-09-26 18:43:36.455977+00,Morgana Inquiétante,6033,e1b1,0.98083717,190
1031,2024-09-26 18:44:17.305133+00,Morgana Inquiétante,6033,e1c1,0.9813818,190
1032,2024-09-26 18:56:14.738324+00,Ignatius Perdu,6035,e4d5,0.9658943,187
1033,2024-09-26 18:56:23.781328+00,Ignatius Perdu,6035,e4f5,0.9836256,191
1034,2024-09-26 19:35:42.047303+00,Valencia Anxieuse,6040,c4a4,0.8946167,160
1035,2024-09-26 19:47:18.033214+00,Valencia Anxieuse,6042,a4e4,1,179
1036,2024-09-26 19:53:16.740971+00,Undine Combative,6042,d5d4,0.94871676,169
1037,2024-09-26 19:53:25.031438+00,Undine Combative,6042,a4h4,1,179
1038,2024-09-26 20:02:10.918513+00,Valencia Anxieuse,6044,h8h6,0.94492435,169
1039,2024-09-26 20:02:55.804268+00,Undine Combative,6044,h4e4,1,179
1040,2024-09-26 20:03:06.60407+00,Valencia Anxieuse,6044,h4e4,1,109
1041,2024-09-26 20:20:21.702284+00,Valencia Anxieuse,6046,h8h6,0.992166,177
1042,2024-09-26 20:21:59.050462+00,Valencia Anxieuse,6046,d8d6,0.86079645,154
1043,2024-09-26 20:22:19.323906+00,Valencia Anxieuse,6046,g8h6,0.9875205,176
1044,2024-09-26 20:22:30.725942+00,Valencia Anxieuse,6046,e4e5,0.992166,177
1045,2024-09-26 20:33:31.342254+00,Valencia Anxieuse,6048,e5d4,1,179
1046,2024-09-26 21:02:39.164997+00,Valencia Anxieuse,6052,h4e4,1,179
1047,2024-09-26 21:03:21.689633+00,Valencia Anxieuse,6052,d8d6,0.9472828,169
1048,2024-09-26 21:41:24.014988+00,Ignatius Perdu,6057,g8f7,0.9929845,193
1049,2024-09-27 05:47:29.991332+00,Undine Combative,6122,e7g5,1,179
1050,2024-09-27 05:49:18.659431+00,Lysander Insidieux,6122,e7e4,1,194
1051,2024-09-27 06:10:00.056627+00,Lysander Insidieux,6125,f7f5,0.79299724,154
1052,2024-09-27 06:14:18.637724+00,Undine Combative,6125,b8a6,0.712633,138
1053,2024-09-27 06:32:41.482027+00,Morgana Inquiétante,6128,g1f3,0.7741188,150
1054,2024-09-27 07:15:52.765328+00,Elowen Intraitable,6133,c7c5,0.65690017,127
1055,2024-09-27 07:24:53.990345+00,Pandora Monstrueuse,6135,h7h5,0.9255053,192
1056,2024-09-27 07:37:39.114486+00,Bram Dominateur,6136,e2e3,0.41483894,91
1057,2024-09-27 07:43:07.122507+00,Valerian Prédateur,6137,c5c4,0.4446388,102
1058,2024-09-27 07:43:09.553625+00,Valerian Prédateur,6137,c5c4,0.4446388,102
1059,2024-09-27 07:43:37.899893+00,Valerian Prédateur,6137,h5g4,0.9673752,222
1060,2024-09-27 07:44:41.139039+00,Ludovic Instable,6137,g8f6,0.5023266,120
1061,2024-09-27 07:44:55.36259+00,Pandora Monstrueuse,6137,h5g4,0.9673752,164
1062,2024-09-27 07:46:57.472719+00,Persephone Inquiétante,6138,h3g4,0.8677015,222
1063,2024-09-27 07:47:08.80287+00,Persephone Inquiétante,6138,d1a4,0.89968985,230
1064,2024-09-27 07:48:48.343998+00,Nathaniel Acharné,6138,e3e4,0.8758353,231
1065,2024-09-27 07:49:01.181484+00,Bram Dominateur,6138,h3g4,0.8677015,228
1066,2024-09-27 07:50:25.484201+00,Persephone Inquiétante,6138,h3g4,0.8677015,168
1067,2024-09-27 07:54:29.469163+00,Ludovic Instable,6139,c8g4,1,256
1068,2024-09-27 07:54:48.123442+00,Elowen Intraitable,6139,c8g4,1,187
1069,2024-09-27 07:56:07.941952+00,Valerian Prédateur,6139,c8g4,1,154
1070,2024-09-27 07:56:42.155362+00,Berenice Dominatrice,6139,c8g4,1,125
1102,2024-09-27 07:58:35.579412+00,Bram Dominateur,6152,c2c3,0.9117532,163
1103,2024-09-27 07:58:45.467663+00,Ludovic Instable,6152,e2e4,1,179
1104,2024-09-27 07:58:58.684757+00,Endora Orpheline,6152,e2e4,1,125
1105,2024-09-27 07:59:23.248207+00,Elowen Sanguinaire,6152,e2e4,1,84
1106,2024-09-27 08:00:20.229813+00,Valencia Anxieuse,6152,b1c3,0.8895731,184
1107,2024-09-27 08:00:30.151897+00,Valerian Prédateur,6152,d2d4,1,207
1108,2024-09-27 08:01:00.989969+00,Zephyrus Cynique,6152,e2e4,1,69
1109,2024-09-27 08:01:59.961867+00,Lysander Insidieux,6152,b2b4,0.7736181,160
1110,2024-09-27 08:02:27.302824+00,Elowen Sanguinaire,6152,"",0,0
1111,2024-09-27 08:02:32.832871+00,Elowen Sanguinaire,6152,"",0,0
1112,2024-09-27 08:02:34.172756+00,Elowen Sanguinaire,6152,"",0,0
1113,2024-09-27 08:02:35.433019+00,Elowen Sanguinaire,6152,"",0,0
1114,2024-09-27 08:02:36.601859+00,Elowen Sanguinaire,6152,"",0,0
1115,2024-09-27 08:02:38.091756+00,Elowen Sanguinaire,6152,"",0,0
1116,2024-09-27 08:02:39.199503+00,Elowen Sanguinaire,6152,"",0,0
1117,2024-09-27 08:02:40.122337+00,Elowen Sanguinaire,6152,"",0,0
1118,2024-09-27 08:02:40.881144+00,Elowen Sanguinaire,6152,"",0,0
1119,2024-09-27 08:02:41.642453+00,Elowen Sanguinaire,6152,"",0,0
1120,2024-09-27 08:02:42.444102+00,Elowen Sanguinaire,6152,"",0,0
1121,2024-09-27 08:02:43.235267+00,Elowen Sanguinaire,6152,"",0,0
1122,2024-09-27 08:02:44.262887+00,Elowen Sanguinaire,6152,"",0,0
1123,2024-09-27 08:02:45.833497+00,Elowen Sanguinaire,6152,"",0,0
1124,2024-09-27 08:02:46.764291+00,Elowen Sanguinaire,6152,"",0,0
1125,2024-09-27 08:02:47.840972+00,Elowen Sanguinaire,6152,"",0,0
1126,2024-09-27 08:02:48.880309+00,Elowen Sanguinaire,6152,"",0,0
1127,2024-09-27 08:02:49.923513+00,Elowen Sanguinaire,6152,"",0,0
1128,2024-09-27 08:02:54.212233+00,Elowen Sanguinaire,6152,"",0,0
1129,2024-09-27 08:02:55.197577+00,Montague Dévoué,6152,e2e4,1,81
1130,2024-09-27 08:03:04.991729+00,Elowen Sanguinaire,6152,"",0,0
1131,2024-09-27 08:03:11.134838+00,Elowen Sanguinaire,6152,"",0,0
1132,2024-09-27 08:03:22.488753+00,Elowen Sanguinaire,6152,e2e4,1,58
1133,2024-09-27 08:05:02.819126+00,Ptolemy Énigmatique,6152,d2d4,1,160
1134,2024-09-27 08:05:48.947496+00,Elowen Intraitable,6153,e7e5,0.9696693,223
1135,2024-09-27 08:05:55.729689+00,Amara Calculatrice,6153,e7e5,0.9696693,156
1136,2024-09-27 08:05:56.951389+00,Valentin Nocturne,6153,e7e5,0.9696693,116
1137,2024-09-27 08:06:09.113764+00,Ambrose Sardonique,6153,e7e5,0.9696693,88
1138,2024-09-27 08:06:41.456548+00,Persephone Inquiétante,6153,d7d5,0.91232675,210
1139,2024-09-27 08:07:44.568163+00,Pandora Monstrueuse,6153,c7c5,1,239
1140,2024-09-27 08:08:16.338443+00,Nathaniel Acharné,6153,d7d5,0.91232675,155
1141,2024-09-27 08:08:25.783097+00,Calypso Nébuleuse,6153,b7b5,0.5937606,142
1142,2024-09-27 08:08:41.154023+00,Calypso Nébuleuse,6153,b7b5,0.5937606,142
1143,2024-09-27 08:08:45.427037+00,Calypso Nébuleuse,6153,b7b5,0.5937606,142
1144,2024-09-27 08:08:51.388976+00,Calypso Nébuleuse,6153,b7b5,0.5937606,142
1145,2024-09-27 08:10:34.22967+00,Calypso Nébuleuse,6153,h7h5,0.7146871,171
1146,2024-09-27 08:10:35.765615+00,Calypso Nébuleuse,6153,b7b5,0.5937606,142
1147,2024-09-27 08:10:42.669578+00,Calypso Nébuleuse,6153,b8a6,0.7583579,181
1148,2024-09-27 08:13:15.399215+00,Endora Orpheline,6154,g1f3,0.9657186,231
1149,2024-09-27 08:13:26.774472+00,Ludovic Instable,6154,g1f3,0.9657186,164
1150,2024-09-27 08:13:27.225539+00,Lucius Orphelin,6154,g1f3,0.9657186,125
1151,2024-09-27 08:13:33.318606+00,Lysander Insidieux,6154,f1c4,0.8435221,202
1152,2024-09-27 08:14:19.378771+00,Delphinia Anxieuse,6154,c2c3,0.7364483,183
1153,2024-09-27 08:14:30.420683+00,Valerian Prédateur,6154,f1c4,0.8435221,151
1154,2024-09-27 08:15:12.593328+00,Valencia Anxieuse,6154,b1c3,0.8971232,222
